Summary,Sentiment,Summary_len
"[good, product]",positive,2
"[use, cooler, last, three, month, first, month, work, fine, cooler, coll, do, nt, know, wrong]",positive,34
[unhappi],negative,1
[good],positive,1
"[nice, product]",positive,2
"[cooler, bodi, weak]",negative,5
"[big, cooler, speed, averag]",neutral,6
[good],positive,2
"[good, product]",positive,2
"[nice, cooler, good, fantast, cool, less, air, condition]",positive,10
"[nice, product]",positive,2
[good],positive,1
"[nice, product, good, job]",positive,4
"[valu, money]",positive,3
"[larg, size]",neutral,3
[bad],negative,1
[averag],neutral,1
"[product, good, give, 3star]",positive,6
"[best, price, true, valu, moneybut, deliveri, delay, took, eight, day, deliv]",positive,19
"[good, cooler, price]",positive,6
[superb],positive,1
"[got, seven, thousand, two, hundr, valu, money]",positive,10
"[defect, product]",negative,2
"[great, product, price]",positive,5
"[nice, product, one, problem, brod, size]",negative,7
"[great, cool]",positive,2
"[perform, wise, ok, cool, good, cooler, plastic, bodi, qualiti, good]",positive,17
"[poor, air, throw, do, nt, go, review, present, even, throw, till, fifteen, ft]",negative,15
"[bad, product, noic, servic, man, bad, responsei, hate, product, buy, wast, money]",negative,20
"[awesom, product, get, remot, stand, cooler]",positive,12
"[good, product]",positive,2
"[inde, good, one, think, chang, kush, littl, better, qualiti]",positive,16
[awesom],positive,1
"[capac, cooler, 65lt, water, indic, work]",negative,10
"[awesom, product, must, buy]",positive,5
"[nice, room, cool, do, nt, know]",negative,14
"[bad, qualiti, product]",negative,3
"[awesom, qualiti]",positive,2
"[nice, super, cool]",positive,4
"[good, purchas, rang, price]",positive,7
"[leav, fishi, smell, sometim, unbear, cool, averag]",neutral,11
[super],positive,1
[good],positive,2
"[actual, fan, motor, ninetyon, waat, rpm1350, true]",positive,10
"[good, product]",positive,2
"[product, shown, figur]",neutral,8
"[okay, okay, product]",neutral,3
"[worst, cool, normal, tabl, fan, better, compar, cool]",negative,12
[superrrrrr],positive,1
[best],positive,1
"[nice, product, super, cool]",positive,5
"[good, product, great, cool]",positive,5
"[order, parent, north, india, chill, nin, scorch, june]",positive,17
"[good, product]",positive,2
"[use, one, day, famili, love]",positive,11
"[bought, rs, six, thousand, nine, hundr, awesom]",positive,12
"[satisfi, gift, father]",positive,7
"[go, u, want, good, cool, good, air, deliveri]",positive,12
"[marvel, product]",positive,2
"[nice, cooler, cool, room, even, fortyf, temperatur, sure, go]",positive,13
"[outlet, valv, miss, well, talk, cooler, wo, nt, regret, someth, like, price, segment, even, cool, well, satisfactori]",positive,23
"[cooler, good, good, cool, fan, speed, tripl, slow]",positive,9
"[good, super, cool]",positive,3
"[absolut, useless, product, pleas, never, buy, even, technician, come, check, product, work, still, exchang, accept, big, scam, flipkart, total, disgrac]",negative,32
"[grt, work, said, product, does, nt, cover, 700sqrfeet, cover, almost, 10to15mt]",positive,16
"[good, experi]",positive,3
"[good, price, go, upto, 7k, full, tank, go, upto, sixtyseven, hr]",positive,15
"[good, productand, add, ice, box, remot, control, panel, better]",positive,9
[go],positive,1
"[fan, speed, slow, cool, okay]",positive,8
[excel],positive,1
"[best, cooler, ten, thousand, rang]",positive,6
"[super, cool, thank, flipkart]",positive,4
"[beyond, requir, imagin, excel, cool, sound, bit, high, may, coz, 1st, aircool]",positive,17
"[nice, product, nice, deliveri]",positive,5
"[best, class]",positive,4
"[nice, product]",positive,2
"[cheap, best, realli, awesom, one]",positive,6
"[buy, 6200, in, price, good, coolar, size, larg]",positive,15
[good],positive,1
"[best, cooler, ever]",positive,3
"[averag, got, smell, use, two, time, fill, water]",neutral,9
[good],positive,1
"[nois, time, lightli, bad, smell, actual, proper, cool]",negative,12
"[need, ac, instead, maharaja, rambogreat, cool]",positive,10
[nice],positive,1
"[good, mid, size, room, apart, cooler, design, plastic, bodi, electr, accessori, averag, qualiti, one, concern, nowher, given, manual, open, intern, clean]",positive,33
"[nice, cool]",positive,2
"[better, expect, air, throw, realli, good, cool, four, hundr, sqft, space, take, aprox, twentyf, minut, bangalor, overal, good, buy]",positive,24
"[best, product, bought, flipkart, work, superb, super, cool, low, nois, like, ac]",positive,17
"[goodit, make, soundit, like, site, cinema, theatr, fan, 90sdont, buy, pl, sound, cool, air]",positive,27
"[use, nine, day, feel, good, one, sure, month, year, keep, updat]",positive,19
"[best, price, best, product]",positive,4
"[cool, air, awesom, littl, nois]",positive,6
"[cooler, size, big, cool, function, fan, qualifi, good, feel, like, normal, fandont, expect, much, thing, cooler, better, buy, anoth, desert, cooler]",positive,33
"[go, neg, comment, size, perfect, room, also, use, two, three, day, perfect, work, weak, motor, u, buy, blindli, purchas, do, nt, get, u, sad]",positive,34
"[niceon, time, deliveri]",positive,4
"[thanku, flipkart, nyc, product]",positive,4
"[fan, speed, slow, everi, thing, els, perfect]",positive,9
"[nice, perfect, cooler, rang, thank, much, flipkart, team, provid, us, one, thing, work, forti, fortyeight, degre, temperatur]",positive,29
"[cooler, good, size, bigand, trolley, provid]",positive,12
"[smoothgood, product]",positive,3
"[provid, trolley, wheel, stand, along, cooler, would, awsom, 5star, product, bit, difficult, find, stand, particular, model, jumbo, one]",negative,36
"[item, perfect, mom, sinc, last, three, year, an, perfect, product]",positive,22
"[light, indicat, l1, l2, show, product]",neutral,8
"[cooler, good, auto, swing, work]",neutral,10
"[great, qualitycool, nice]",positive,4
"[nice, product]",positive,2
"[super, cool, capac, excel, desert, cooler]",positive,6
"[good, mention]",negative,5
"[write, use, air, cooler, week, pros1, best, price, compar, cooler, overal, specifications2, bodi, look, durabl, attractive3, less, energi, consumptioncon, one, motor, does, nt, feel, powerful2, make, nois, compar, old, symphoni, jumbo, seventi, lconclus, accord, someon, look, brand, plastic, bodi, cooler, overal, nice, perform, also, rang, 7k, must, go]",positive,78
"[awesom, cooler, huge, cooler, like, bahubali, super, tough, bodi, serv, purpos, cool, big, space, time, happi, thank, maharaja, flipkart]",positive,27
"[final, 65k, nice, budget, cooler]",positive,8
"[ok, fine, work]",positive,3
"[worst, cooler, ever, poor, cool, fan, speed, slow, even, normal, ceil, fan, provid, better, air, worst, product, maharaja, flipkart, sad, part, refund, money, well, replac, option, availableveri, disappoint, flipkart]",negative,43
[worst],negative,1
[happi],positive,3
"[thank, happi]",positive,3
[superb],positive,1
[super],positive,1
"[nice, worth, money]",positive,4
"[cool, ok, fan, speed, good, must, buy, u, want, best, cooler, summer, fantast, deliveri]",positive,19
"[cooler, good, big, roomonli, thing, did, nt, like, inlet, given, put, water, manual, insid, tankthi, cooler, feasibl, buy, inlet, pipe, use, fill, tank, connect, tapso, buyer, pleas, keep, thing, mind, buy, point, mention, anywher, descriptionfan, speed, cool, capac, rest, featur, excel]",positive,81
"[got, seven, thousand, one, hundr, ninetynin, best, segment]",positive,11
"[good, product, price]",positive,5
"[pro, big, size, give, cool, air, good, air, flow, nois, better, symphoni, jumbocon, stand, problem, water, fill, cap, small]",positive,30
"[durabl, questionablecool, normal]",positive,5
"[good, cool, realli, cool, room, efficientonli, demerit, lack, wheel, u, need, get, trolley, u, want, use, movabl]",positive,30
[superb],positive,1
"[nice, product]",positive,3
"[product, power, cool, capac, good]",positive,8
"[mark, didplay, front, side, l1, l2, blink, displayingbut, miss, productfan, speed, expect, cool, also, lessfeel, humid, room, experi, averag, product, give, three, 5bi, see, previou, review, experi, bought, do, nt, recommend, other]",negative,62
"[nice, productfeel, cool, like, acbut, trolli, provideddifficult, movingani, thank, flipkart, quick, deliveri, within, three, day, lockdown]",positive,25
"[nice, coolingnic, product]",positive,3
"[best, cooler, ever, seen]",positive,6
[super],positive,1
"[heavi, nois, peopl, cool, within, fifteen, min, even, open, window, two, side]",neutral,20
"[cool, 55noic, 45qualiti, 55over, good, producti, happi, four, hundr, ninetyf]",positive,15
"[good, condit]",positive,2
"[good, qualiti, cooler, suitabl, rang, got, seven, thousand, one, hundr, ninetynin]",positive,17
"[good, qualiti, deliveri, servic, good, thank, flipkart]",positive,9
"[good, qualiti, product, cool, superb, water, fill, water, pipe, nice, design, power, main, switch, direct, power, switch, extra, cooler, stand, requir]",negative,28
"[good, one, nice, cool, best, mid, size, room, summer, power, bill, also, reason]",positive,15
[good],positive,3
"[best, cooler, 7k]",positive,5
[good],positive,1
"[nice, product, happi, product]",positive,8
"[effect, summer]",positive,5
"[item, superb, excel]",positive,6
"[awesom, air, cooler, provid, stand, wheel, product]",positive,13
[nice],positive,1
"[well, bulid, qualiti, excel, cool, air, water, pump, good]",negative,15
"[great, cool, night, creat, humid, noon, time, still, glad, need, blanket, summer, also]",positive,22
"[size, big, use, function, make, much, sound]",positive,12
"[good, product]",positive,2
"[one, month, fan, blade, broken, suddenli, noisi, vibrat, cooler]",negative,12
"[effect, cool, big, room, space, drawback, size, cooler]",positive,16
"[worst, experi, flipkart]",negative,4
"[nice, product, maharaja, thank, flipkart, fast, deliveri]",positive,10
"[ok, good]",positive,2
"[good, product]",positive,2
[good],positive,1
"[nice, cooler]",positive,2
"[good, luck]",positive,2
[good],positive,1
[good],positive,1
[nice],positive,1
"[nice, coolar]",positive,2
"[awesom, product]",positive,2
"[super, qualiti]",positive,2
"[thank, flipkart]",positive,2
"[work, expect]",positive,3
[supe],positive,1
[super],positive,1
"[good, brandproduct, speed, high, accept, bodi, high, qualiti, thank, flipkart]",positive,11
"[super, duper]",positive,2
[super],positive,1
[good],positive,1
"[decent, purchas]",positive,2
"[great, experi]",positive,3
"[bad, bad, qualiti, bad, courier, servic]",negative,7
"[good, air, throw]",positive,3
"[good, product]",positive,2
"[bad, product, total, vest, money]",negative,7
[amez],positive,1
"[nice, product, weighti, heavi, wheel, provid, difficult, move, one, place, anoth]",neutral,23
[good],positive,1
[good],positive,1
"[cooler, averagefan, speed, high, caus, littl, bit, nois, you, ll, get, use, itcool, ok, depend, weather, water, tankth, worst, thing, wheel]",neutral,33
"[seem, good, drawback, spray, water, high, high, mode, also, found, bad, smell, week, usag]",neutral,31
[good],positive,1
"[super, thank, flipkart]",positive,3
"[good, product]",positive,2
"[larg, space, neededwork, good]",positive,4
"[nice, product]",positive,2
"[nice, product]",positive,3
"[work, properli, abl, return, also, verri, bad, product, return, product, caus, work, properli, peopl, choic, book, differ, one, bad, product]",negative,37
"[work, fine, sofar, expect]",positive,5
"[coolest, cooler, tough, product, must, buy]",positive,6
"[deliv, time, thank, flipkart]",positive,5
"[best, cooler, use, small, room]",positive,7
"[good, product, air, pressur, high, cover, two, room, bodi, materi, also, good, worth, buy]",positive,16
"[nice, could, better]",positive,6
"[simpli, superb]",positive,2
[awsom],positive,1
"[good, product]",positive,2
"[nice, coolerveri, smooth, fast, sound, cool, fast, paisa, washul]",positive,12
"[larg, sizecool, low]",negative,4
"[maharaja, white, line, rambo, air, cooler, receiv, flipkart, servic, schedul, time, item, good, condit, excel, materi, thank, flipkart]",positive,25
[good],positive,1
[superb],positive,1
"[good, air, cooler]",positive,3
"[bodi, veey, poor]",negative,3
[osm],positive,1
"[good, machin, work, well, power, well, drawback, difficult, move, size, wish, wheel, well]",positive,26
"[good, cool]",positive,2
"[nice, cooler]",positive,2
"[maharaja, cooler, poor, coleti]",negative,5
"[good, cooler, amaz, cool, paisa, wasool]",positive,7
"[realli, good, product, i, m, happi]",positive,9
"[normal, do, nt, expect]",neutral,4
[worthi],negative,2
"[vri, nice, product]",positive,3
"[get, product, nine, thousand, nine, hundr, nineti, rs, cooler, nice]",positive,18
[excel],positive,1
"[brought, parent, enjoy, thank, maharaja, flipkart]",positive,15
"[nice, product]",positive,2
[best],positive,1
"[good, product, work, good, even, four, thousand, five, hundr, fortysix, degre, temperatur, cool, capac, air, throw, evryth, good, overal, nice, product]",positive,29
"[superb, product, first, cool, capac]",positive,5
[good],positive,1
"[excel, product]",positive,2
"[fan, speed, good, cool, goodand, size, also, big, space, taken, smell, come, honeycomb, padso, i, m, happi]",negative,25
"[bad, product]",negative,3
"[less, one, monthmot, automat, burnno, replac, gurante]",neutral,8
"[good, product]",positive,2
"[cool, superb, nois, low, issu, fant, open, door]",positive,16
"[superb, product, cool, effici, soo, good]",positive,7
"[superb, product]",positive,2
"[product, good, part, fix, loos, difficult, open, cooler, remov, old, stock, water]",neutral,22
[awesom],positive,1
"[good, product]",positive,2
"[good, cooler, good, rang]",positive,5
"[nyc, cooler]",positive,2
"[cooler, averag, small, size, costli, rather, market]",negative,10
"[nice, product, flipcart, delay, deliveri, ten, day]",negative,9
[happi],positive,1
"[excel, cool, cool, big, hall, problem, fill, water]",positive,13
"[good, qualiti, cool, system, lowest, point]",positive,11
